age_group,sex,education,income_group,race_group,obesity_rate,n
60-64,Male,Did not graduate high school,15k-25k,Asian,0.23076923076923078,13
60-64,Female,Attended college or technical school,25k-35k,NHOPI,0.38461538461538464,13
25-29,Male,Graduated college or technical school,35k-50k,NHOPI,0.5384615384615384,13
50-54,Male,Attended college or technical school,200k+,Asian,0.0,13
18-24,Male,Attended college or technical school,25k-35k,NHOPI,0.5384615384615384,13
25-29,Female,Did not graduate high school,25k-35k,NH-Black,0.46153846153846156,13
45-49,Female,Attended college or technical school,200k+,Asian,0.15384615384615385,13
30-34,Male,Attended college or technical school,100k-200k,NHOPI,0.46153846153846156,13
55-59,Male,Graduated high school,200k+,Asian,0.0,13
70-74,Female,Did not graduate high school,35k-50k,AIAN,0.46153846153846156,13
45-49,Female,Attended college or technical school,35k-50k,NHOPI,0.5384615384615384,13
30-34,Male,Attended college or technical school,<15k,AIAN,0.3076923076923077,13
55-59,Female,Did not graduate high school,35k-50k,Other/Multiracial,0.5384615384615384,13
80+,Female,Attended college or technical school,50k-100k,NHOPI,0.0,13
45-49,Male,Graduated high school,35k-50k,NHOPI,0.6153846153846154,13
35-39,Male,Attended college or technical school,200k+,Asian,0.15384615384615385,13
75-79,Male,Graduated college or technical school,<15k,Other/Multiracial,0.3076923076923077,13
30-34,Female,Did not graduate high school,25k-35k,AIAN,0.5384615384615384,13
80+,Male,Graduated high school,50k-100k,NHOPI,0.07692307692307693,13
75-79,Male,Did not graduate high school,50k-100k,Hispanic,0.46153846153846156,13
80+,Male,Attended college or technical school,100k-200k,Other/Multiracial,0.15384615384615385,13
50-54,Male,Did not graduate high school,35k-50k,Other/Multiracial,0.38461538461538464,13
55-59,Female,Attended college or technical school,<15k,Asian,0.23076923076923078,13
18-24,Female,Did not graduate high school,100k-200k,Hispanic,0.23076923076923078,13
50-54,Male,Graduated high school,200k+,Other/Multiracial,0.23076923076923078,13
80+,Female,Attended college or technical school,<15k,AIAN,0.3076923076923077,13
55-59,Male,Did not graduate high school,50k-100k,Asian,0.08333333333333333,12
25-29,Male,Attended college or technical school,200k+,NH-Black,0.4166666666666667,12
60-64,Female,Did not graduate high school,<15k,Asian,0.3333333333333333,12
70-74,Female,Did not graduate high school,25k-35k,Other/Multiracial,0.5833333333333334,12
35-39,Male,Did not graduate high school,35k-50k,Other/Multiracial,0.5,12
40-44,Female,Did not graduate high school,50k-100k,NH-Black,0.6666666666666666,12
80+,Male,Graduated college or technical school,<15k,NH-Black,0.4166666666666667,12
60-64,Female,Graduated college or technical school,200k+,AIAN,0.3333333333333333,12
45-49,Female,Attended college or technical school,<15k,NHOPI,0.5833333333333334,12
45-49,Male,Graduated college or technical school,200k+,NHOPI,0.3333333333333333,12
35-39,Male,Graduated college or technical school,200k+,NHOPI,0.3333333333333333,12
70-74,Female,Graduated high school,100k-200k,Other/Multiracial,0.25,12
60-64,Male,Did not graduate high school,100k-200k,NH-Black,0.5833333333333334,12
45-49,Male,Graduated college or technical school,15k-25k,AIAN,0.4166666666666667,12
70-74,Female,Graduated high school,25k-35k,NHOPI,0.3333333333333333,12
70-74,Female,Did not graduate high school,<15k,Asian,0.16666666666666666,12
80+,Female,Attended college or technical school,100k-200k,Asian,0.08333333333333333,12
35-39,Female,Did not graduate high school,50k-100k,NH-Black,0.3333333333333333,12
45-49,Female,Attended college or technical school,15k-25k,NHOPI,0.5833333333333334,12
18-24,Female,Did not graduate high school,25k-35k,AIAN,0.16666666666666666,12
40-44,Male,Graduated high school,<15k,Asian,0.25,12
80+,Female,Did not graduate high school,<15k,Asian,0.16666666666666666,12
40-44,Female,Did not graduate high school,25k-35k,AIAN,0.5,12
40-44,Female,Did not graduate high school,25k-35k,Other/Multiracial,0.6666666666666666,12
70-74,Female,Did not graduate high school,25k-35k,AIAN,0.4166666666666667,12
45-49,Male,Did not graduate high school,200k+,Hispanic,0.25,12
35-39,Male,Graduated high school,200k+,Other/Multiracial,0.3333333333333333,12
65-69,Male,Graduated high school,100k-200k,Asian,0.25,12
55-59,Female,Did not graduate high school,<15k,NHOPI,0.6666666666666666,12
25-29,Male,Did not graduate high school,50k-100k,NH-Black,0.25,12
30-34,Male,Graduated college or technical school,200k+,AIAN,0.16666666666666666,12
35-39,Female,Attended college or technical school,15k-25k,NHOPI,0.75,12
40-44,Female,Graduated high school,100k-200k,Asian,0.0,12
40-44,Female,Graduated high school,<15k,Asian,0.25,12
30-34,Male,Attended college or technical school,35k-50k,NHOPI,0.5,12
18-24,Male,Did not graduate high school,100k-200k,Other/Multiracial,0.16666666666666666,12
70-74,Male,Attended college or technical school,<15k,Asian,0.16666666666666666,12
75-79,Female,Graduated college or technical school,200k+,Other/Multiracial,0.0,12
50-54,Male,Graduated college or technical school,<15k,AIAN,0.3333333333333333,12
35-39,Female,Graduated high school,200k+,Hispanic,0.08333333333333333,12
25-29,Male,Did not graduate high school,15k-25k,AIAN,0.16666666666666666,12
45-49,Male,Graduated high school,<15k,Asian,0.3333333333333333,12
18-24,Female,Did not graduate high school,15k-25k,AIAN,0.4166666666666667,12
18-24,Female,Did not graduate high school,50k-100k,Asian,0.08333333333333333,12
55-59,Female,Graduated high school,100k-200k,NHOPI,0.5,12
80+,Female,Graduated high school,35k-50k,NHOPI,0.25,12
55-59,Female,Graduated high school,100k-200k,AIAN,0.5833333333333334,12
80+,Female,Did not graduate high school,25k-35k,AIAN,0.25,12
45-49,Female,Did not graduate high school,35k-50k,Other/Multiracial,0.3333333333333333,12
75-79,Male,Graduated college or technical school,<15k,Asian,0.08333333333333333,12
80+,Female,Did not graduate high school,15k-25k,Asian,0.3333333333333333,12
60-64,Male,Attended college or technical school,200k+,Asian,0.16666666666666666,12
75-79,Male,Graduated high school,25k-35k,Asian,0.08333333333333333,12
75-79,Male,Attended college or technical school,<15k,AIAN,0.18181818181818182,11
40-44,Male,Attended college or technical school,15k-25k,NHOPI,0.6363636363636364,11
18-24,Female,Attended college or technical school,200k+,NH-Black,0.18181818181818182,11
18-24,Female,Did not graduate high school,200k+,NH-White,0.2727272727272727,11
25-29,Female,Did not graduate high school,100k-200k,NH-White,0.2727272727272727,11
40-44,Male,Attended college or technical school,<15k,Asian,0.36363636363636365,11
40-44,Male,Attended college or technical school,200k+,AIAN,0.6363636363636364,11
40-44,Male,Did not graduate high school,100k-200k,Other/Multiracial,0.2727272727272727,11
60-64,Female,Graduated college or technical school,200k+,NHOPI,0.2727272727272727,11
70-74,Female,Did not graduate high school,35k-50k,Other/Multiracial,0.36363636363636365,11
70-74,Female,Graduated college or technical school,100k-200k,NHOPI,0.5454545454545454,11
75-79,Male,Did not graduate high school,200k+,NH-White,0.18181818181818182,11
40-44,Male,Graduated high school,200k+,AIAN,0.5454545454545454,11
60-64,Male,Did not graduate high school,100k-200k,Hispanic,0.18181818181818182,11
70-74,Male,Did not graduate high school,35k-50k,AIAN,0.45454545454545453,11
65-69,Female,Did not graduate high school,25k-35k,Other/Multiracial,0.36363636363636365,11
75-79,Male,Graduated high school,100k-200k,Hispanic,0.2727272727272727,11
65-69,Female,Did not graduate high school,35k-50k,AIAN,0.2727272727272727,11
50-54,Female,Did not graduate high school,15k-25k,Other/Multiracial,0.2727272727272727,11
35-39,Male,Did not graduate high school,50k-100k,AIAN,0.45454545454545453,11
18-24,Male,Did not graduate high school,100k-200k,NH-Black,0.09090909090909091,11
80+,Male,Graduated college or technical school,15k-25k,AIAN,0.2727272727272727,11
75-79,Female,Attended college or technical school,35k-50k,NHOPI,0.2727272727272727,11
75-79,Male,Graduated college or technical school,<15k,NH-Black,0.09090909090909091,11
35-39,Female,Graduated high school,<15k,Asian,0.09090909090909091,11
70-74,Male,Graduated college or technical school,<15k,AIAN,0.2727272727272727,11
30-34,Male,Graduated high school,<15k,NHOPI,0.45454545454545453,11
70-74,Male,Did not graduate high school,<15k,Asian,0.09090909090909091,11
75-79,Female,Did not graduate high school,35k-50k,Other/Multiracial,0.36363636363636365,11
75-79,Male,Graduated high school,100k-200k,Other/Multiracial,0.45454545454545453,11
25-29,Female,Graduated high school,100k-200k,Asian,0.09090909090909091,11
80+,Male,Did not graduate high school,50k-100k,Hispanic,0.09090909090909091,11
50-54,Male,Did not graduate high school,50k-100k,Asian,0.2727272727272727,11
25-29,Male,Did not graduate high school,25k-35k,AIAN,0.5454545454545454,11
75-79,Female,Attended college or technical school,50k-100k,NHOPI,0.45454545454545453,11
75-79,Female,Attended college or technical school,<15k,Asian,0.09090909090909091,11
45-49,Male,Graduated high school,25k-35k,NHOPI,0.5454545454545454,11
75-79,Male,Graduated high school,25k-35k,NHOPI,0.18181818181818182,11
50-54,Female,Attended college or technical school,200k+,Asian,0.2727272727272727,11
18-24,Female,Graduated college or technical school,15k-25k,AIAN,0.2727272727272727,11
50-54,Male,Attended college or technical school,200k+,AIAN,0.6363636363636364,11
75-79,Female,Graduated high school,15k-25k,NHOPI,0.5454545454545454,11
55-59,Male,Did not graduate high school,35k-50k,Asian,0.36363636363636365,11
18-24,Male,Graduated college or technical school,35k-50k,AIAN,0.2727272727272727,11
35-39,Male,Graduated high school,25k-35k,NHOPI,0.5454545454545454,11
65-69,Male,Attended college or technical school,35k-50k,NHOPI,0.45454545454545453,11
55-59,Male,Did not graduate high school,15k-25k,Asian,0.18181818181818182,11
55-59,Male,Did not graduate high school,100k-200k,NH-Black,0.45454545454545453,11
25-29,Male,Attended college or technical school,200k+,Other/Multiracial,0.18181818181818182,11
80+,Female,Did not graduate high school,35k-50k,AIAN,0.18181818181818182,11
80+,Female,Graduated high school,50k-100k,NHOPI,0.18181818181818182,11
75-79,Female,Graduated college or technical school,<15k,AIAN,0.36363636363636365,11
18-24,Male,Attended college or technical school,15k-25k,NHOPI,0.36363636363636365,11
45-49,Female,Graduated college or technical school,35k-50k,NHOPI,0.5454545454545454,11
35-39,Female,Did not graduate high school,200k+,NH-White,0.36363636363636365,11
55-59,Female,Graduated college or technical school,35k-50k,NHOPI,0.45454545454545453,11
35-39,Male,Graduated college or technical school,15k-25k,AIAN,0.18181818181818182,11
65-69,Female,Attended college or technical school,<15k,NHOPI,0.5454545454545454,11
35-39,Female,Did not graduate high school,50k-100k,Other/Multiracial,0.4,10
35-39,Female,Attended college or technical school,200k+,NH-Black,0.4,10
75-79,Male,Graduated high school,50k-100k,NHOPI,0.1,10
80+,Female,Attended college or technical school,100k-200k,Hispanic,0.4,10
40-44,Male,Attended college or technical school,25k-35k,NHOPI,0.4,10
35-39,Female,Graduated college or technical school,200k+,AIAN,0.2,10
25-29,Female,Did not graduate high school,25k-35k,Other/Multiracial,0.5,10
75-79,Male,Attended college or technical school,25k-35k,NHOPI,0.5,10
75-79,Female,Did not graduate high school,100k-200k,NH-White,0.4,10
35-39,Male,Did not graduate high school,50k-100k,Asian,0.1,10
25-29,Male,Graduated college or technical school,15k-25k,NHOPI,0.3,10
40-44,Female,Graduated college or technical school,200k+,NHOPI,0.5,10
30-34,Female,Graduated high school,100k-200k,Asian,0.1,10
75-79,Male,Graduated college or technical school,100k-200k,NHOPI,0.2,10
30-34,Female,Graduated college or technical school,15k-25k,AIAN,0.4,10
25-29,Male,Attended college or technical school,35k-50k,NHOPI,0.5,10
25-29,Male,Did not graduate high school,50k-100k,Asian,0.1,10
30-34,Male,Did not graduate high school,50k-100k,AIAN,0.6,10
25-29,Male,Graduated high school,<15k,NHOPI,0.4,10
30-34,Female,Did not graduate high school,15k-25k,Asian,0.2,10
25-29,Female,Graduated college or technical school,25k-35k,NHOPI,0.3,10
35-39,Male,Did not graduate high school,35k-50k,Asian,0.2,10
35-39,Male,Did not graduate high school,35k-50k,AIAN,0.5,10
75-79,Female,Graduated college or technical school,100k-200k,AIAN,0.1,10
70-74,Male,Attended college or technical school,35k-50k,NHOPI,0.3,10
30-34,Male,Graduated college or technical school,15k-25k,AIAN,0.7,10
75-79,Female,Did not graduate high school,50k-100k,Hispanic,0.3,10
75-79,Female,Did not graduate high school,25k-35k,Asian,0.0,10
35-39,Female,Did not graduate high school,100k-200k,Hispanic,0.6,10
18-24,Female,Attended college or technical school,100k-200k,AIAN,0.0,10
40-44,Male,Graduated high school,15k-25k,NHOPI,0.6,10
18-24,Female,Graduated college or technical school,25k-35k,AIAN,0.6,10
65-69,Female,Graduated high school,200k+,NH-Black,0.7,10
18-24,Male,Did not graduate high school,25k-35k,Asian,0.1,10
65-69,Female,Did not graduate high school,25k-35k,Asian,0.1,10
60-64,Male,Attended college or technical school,200k+,AIAN,0.4,10
40-44,Male,Graduated college or technical school,<15k,AIAN,0.5,10
55-59,Female,Attended college or technical school,200k+,Asian,0.0,10
18-24,Male,Graduated college or technical school,25k-35k,AIAN,0.1,10
18-24,Female,Graduated college or technical school,100k-200k,AIAN,0.3,10
55-59,Female,Graduated high school,100k-200k,Asian,0.2,10
50-54,Female,Graduated high school,200k+,Hispanic,0.5,10
55-59,Female,Graduated college or technical school,200k+,NHOPI,0.4,10
50-54,Female,Did not graduate high school,35k-50k,AIAN,0.7,10
55-59,Male,Graduated high school,200k+,Other/Multiracial,0.3,10
55-59,Female,Attended college or technical school,<15k,NHOPI,0.5,10
45-49,Male,Graduated college or technical school,35k-50k,NHOPI,0.7,10
70-74,Female,Attended college or technical school,200k+,NH-Black,0.6,10
80+,Male,Did not graduate high school,<15k,AIAN,0.2,10
55-59,Female,Did not graduate high school,<15k,Asian,0.2,10
65-69,Male,Attended college or technical school,100k-200k,NHOPI,0.7,10
60-64,Male,Graduated college or technical school,35k-50k,NHOPI,0.8,10
65-69,Male,Attended college or technical school,25k-35k,NHOPI,0.6,10
45-49,Male,Attended college or technical school,15k-25k,NHOPI,0.2,10
80+,Male,Did not graduate high school,35k-50k,AIAN,0.3,10
55-59,Male,Attended college or technical school,25k-35k,NHOPI,0.4,10
50-54,Female,Attended college or technical school,25k-35k,NHOPI,0.5,10
65-69,Male,Did not graduate high school,50k-100k,Asian,0.1,10
60-64,Male,Attended college or technical school,35k-50k,NHOPI,0.5,10
65-69,Male,Attended college or technical school,<15k,NHOPI,0.3,10
55-59,Male,Attended college or technical school,200k+,AIAN,0.5,10
80+,Female,Graduated college or technical school,50k-100k,NHOPI,0.0,10
80+,Male,Attended college or technical school,<15k,Other/Multiracial,0.2,10
45-49,Male,Did not graduate high school,25k-35k,Asian,0.1,10
55-59,Female,Did not graduate high school,200k+,NH-White,0.2,10
25-29,Female,Attended college or technical school,50k-100k,NHOPI,0.3,10
65-69,Male,Graduated high school,200k+,Other/Multiracial,0.3,10
80+,Male,Graduated college or technical school,25k-35k,AIAN,0.3,10
60-64,Male,Graduated college or technical school,15k-25k,NHOPI,0.4444444444444444,9
70-74,Male,Graduated college or technical school,35k-50k,NHOPI,0.2222222222222222,9
40-44,Female,Attended college or technical school,15k-25k,NHOPI,0.4444444444444444,9
